UserID,MovieID,Rating
1,167,3.0158490613240163
1,168,1.3808636308688893
1,169,1.0
1,170,2.274401026773055
1,171,3.0
1,172,3.2067374000833535
1,173,3.526389093077204
1,174,2.0039946391050103
1,175,4.0
1,176,4.0
1,178,4.456218550740559
1,179,4.0
1,182,4.0
1,183,3.43258566674045
1,184,3.7284173279384634
1,185,4.0
1,188,1.0
1,189,3.0
1,190,2.052778186154408
1,191,2.938337039327371
1,192,1.7570121475380105
1,195,3.707455681264692
1,196,2.51652986230777
1,197,2.2837992780229412
1,198,1.0
1,199,3.4337978589131155
1,201,3.3701215625542527
1,202,3.359439952257751
1,203,4.0
1,204,3.568095266267968
1,205,2.8769695730780516
1,206,3.646877703568144
1,207,3.0663786272735445
1,208,3.3472746547463927
1,210,2.1359401071802515
1,211,3.0
1,212,2.955511459047589
1,214,3.6327863476738917
1,215,3.0618051828267716
1,216,5.0
1,217,3.6704852780258403
1,218,3.5011761696029144
1,219,3.0
1,220,3.7897250082883747
1,223,3.763026689269116
1,224,4.0
1,225,5.000000000000001
1,227,2.846855807858662
1,228,2.52123744733838
1,230,3.993259759054123
1,231,3.001556349043212
1,233,4.069592076276226
1,236,3.056356760841462
1,237,1.8045046756896974
1,238,1.5084526253431867
1,239,2.0
1,240,3.9865474013863147
1,241,2.0
1,242,1.5656014290023375
1,244,3.0000000000000004
1,245,2.528408813789689
1,247,2.1731404179270295
1,248,3.4631128552521155
1,250,2.988518926538489
